name,address,type,unit
Kingsway Restaurant,510 Ferguson Avenue HAILEYBURY ON P0J 1K0,,timiskaming
Kirkland Golf Club Ltd,"Hwy 11, Otto Township Kirkland Lake ON P2N 3H7",,timiskaming
Lake Herridge Lodge,5670 ON-11 Temagami ON P0H,,timiskaming
L'Autochtone Taverne Americaine,484 Ferguson Avenue Haileybury ON P0J 1K0,,timiskaming
Le Grand Boulevard Restaurant,12 10th Street Earlton ON P0J 1E0,,timiskaming
Leisure Inn Lounge,00-509 Ferguson Ave Haileybury ON P0J 1K0,,timiskaming
Liv n Gracie's,1-131 Whitewood Ave New Liskeard ON P0J 1P0,,timiskaming
Loon Lodge,00-Isl 184 Lake Temagam Temagami ON P0H 2H0,,timiskaming
Lost Lake Wilderness Lodge,Hwy 560 Elk Lake ON P0J 1E0,,timiskaming
Lucky Loi Kitchen,16 Whitewood Ave New Liskeard ON P0J 1P0,,timiskaming
Lumpy's,2890 ON-11 Marten River ON P0H 1T0,,timiskaming
Marten River Lodge,36 Marten River Rd Temagami ON P0H,,timiskaming
McDonald's (Kirkland Lake),155 Government Road West Kirkland Lake ON P2N 2E8,,timiskaming
McDonald's Restaurant (Dymond),883350 Hwy 65 New Liskeard ON P0J 1P0,,timiskaming
McDonald's Restaurant (Wal-Mart),133 Grant St. New Liskeard ON P0J 1P0,,timiskaming
Muddy Moose Resturaunt and Inn Inc,00-14350 Government Rd Larder Lake ON P2N 1L0,,timiskaming
Ojibway Camp,"00-Island1147, Lake Temagami Temagami ON P0H 2H0",,timiskaming
Olde Towne Inn,334416-Hwy 11 N Englehart ON P0J 1H0,,timiskaming
One Stop Convenience (MFC),229-Rorke Avenue HAILEYBURY ON P0J 1K0,,timiskaming
One Stop Convenience (Subway),02-229 Rorke Avenue Haileybury ON,,timiskaming
Orient Garden Restaurant,6706 ON-11 Temagami ON P0H,,timiskaming
Pagoda Restaurant,8 Government Rd W Kirkland Lake ON P2N 2E1,,timiskaming
Pizza Hut,883335 Hwy 11B New Liskeard ON P0J 1P0,,timiskaming
R.U. Hungries,468 Ferguson Ave Haileybury ON,,timiskaming
Rainbow Kitchen,00-39 Armstrong St New Liskeard ON P0J 1P0,,timiskaming
Red Cedar Lake Camp,712 ON-64 Marten River ON P0H 1T0,,timiskaming
Red Pine Wilderness Lodge,Lady Evelyn Lake ON P0J 1K0,,timiskaming
River Valley Restaurant,147 Government Rd Kearns ON P0K 1J0,,timiskaming
Rooster's Bar & Grill,00-2 Cedar Ave New Liskeard ON P0J 1P0,,timiskaming
Salvation Army Kirkland Lake (Soup Kitchen),6 Sylvanite Ave Kirkland Lake ON P2N 2C7,,timiskaming
Silver Birches Camp (Kitchen),3028 Rosegrove Rd Swastika ON P0K 1T0,,timiskaming
Silver Cafe,3 Prospect Ave Cobalt ON P0J 1C0,,timiskaming
Smoothwater Outfitters,34 Smoothwater Road Temagami ON P0H 2H0,,timiskaming
Station Steakhouse,501 Resort Road Sesekinika ON P0K 1S0,,timiskaming
Subway (Dymond),883161 Hwy 11B New Liskeard ON P0J 1P0,,timiskaming
Subway (Englehart),334421 Hwy 11 englehart ON P0J 1H0,,timiskaming
Subway (KL),36 Government Road West Kirkland Lake ON,,timiskaming
Super 8 Motel,50 Government Road East Kirkland Lake ON P2N 1A5,,timiskaming
Teck-2-Go,A-70 Woods St Kirkland Lake ON P2N 3L7,,timiskaming
Temagami Outfitting Co.,"11 Lakeshore Drive, Box 512 Temagami ON P0H 2H0",,timiskaming
Temagami Petro Canada (restaurant & convenience store),6692 ON-11 Temagami ON P0H,,timiskaming
Temagami Shores Inn,6612 ON-11 Temagami ON P0H 2H0,,timiskaming
The Dish,77 Government Road W Kirkland Lake ON P2N 2E7,,timiskaming
The Old School House,461 Dale Street North Matachewan ON,,timiskaming
Tim Horton's (Dymond),883307 ON-65 Temiskaming Shores ON P0J 1P0,,timiskaming
Tim Hortons (Englehart),141 4th Ave Englehart ON,,timiskaming
Tim Hortons (Kirkland Lake East),76 Government Road E Kirkland Lake ON P2N 1A5,,timiskaming
Tim Horton's (Kirkland Lake West),175 Government Road W Kirkland Lake ON P2N 3M6,,timiskaming
Tri-town Bowling Lanes (Kitchen),331-Main St Haileybury ON P0J 1K0,,timiskaming
Tri-Town Ski and Snowboard Village,Hwy 567 Lorraine Township ON,,timiskaming
Vienna's Bar and Grill,5 Government Road West Kirkland Lake ON P2N 2C9,,timiskaming
Wendy's Restaurant,883337 Hwy 11B New Liskeard ON P0J1P0,,timiskaming
Whiskeyjack Beer Company,485 Ferguson Ave Haileybury ON P0J 1K0,,timiskaming
Zante's Bar & Grill,997461 ON-11 Temiskaming Shores ON P0J 1P0,,timiskaming
B & D Burger Stand,6731 ON-11 Temagami ON P0H,,timiskaming
Bass Lake Beach (Take Out),Gillies Limit Cobalt ON P0J 1C0,,timiskaming
Busters,361 Main Street Haileybury ON P0J 1K0,,timiskaming
Chartrand's Y.I.G. (all units),55 Scott St Temiskaming Shores ON P0J 1P0,,timiskaming
Chez Dianne,131 Moyneur Matachewan ON P0K 1M0,,timiskaming
Chip Truck,7-May street New Liskeard ON P0J 1P0,,timiskaming
Dida's,50 10th St E. Earlton ON P0J 1E0,,timiskaming
Elk Lake Ballpark,09 Smyth St. Elk Lake ON,,timiskaming
Elk Lake Chipstand,15 Front St Elk Lake ON P0J 1G0,,timiskaming
Gimmi-Wun,1A-8 Duncan North Kirkland lake ON P2N 3G8,,timiskaming
Goldland Billiards,43 Hudson Bay Kirkland Lake ON P2N 2J1,,timiskaming
Gowganda Motel (Site A/Chipstand) [SDWS],Third St Gowganda ON P0J1J0,,timiskaming
Haileybury Community Centre (Take Out),01-Ferguson Ave Haileybury ON P0J 1K0,,timiskaming
Hyway Burgers and Fries,31 Main St Latchford ON P0J,,timiskaming
J & S Variety/Josee's Fries & More (take-out and convenience),00-91 Pine St Elk lake ON P0J 1G0,,timiskaming
M & M Fish and Chips,67 Prospect Ave Kirkland Lake ON P2N 2W4,,timiskaming
"Northern Scents & Stitches, Silver Raven Chocolate",63 Fifth Avenue Englehart ON,,timiskaming
Papa Bear Chipstand,36 Government Road E Kirkland Lake ON,,timiskaming
Penelope's Pit Stop,"Grenfell Township, Site 2 Swastika ON P0K 1T0",,timiskaming
Pizza Pizza,29 Whitewood Ave New Liskeard ON P0J 1P0,,timiskaming
Quesada Burritos and Tacos,3 Government Road West Kirkland Lake ON P2N 2B7,,timiskaming
Quesada Burritos and Tacos,883365 Hwy 65 E Dymond ON,,timiskaming
Steven Sweets and Treats,13 Third Street Cobalt ON,,timiskaming
Tap That Bar & Kitchen (mobile food premise),43 Armstrong Street New Liskeard ON,,timiskaming
Taters 'N' Treats,52 Government Rd Larder Lake ON,,timiskaming
Temagami Arena (Take Out & banquet hall),"100 A Spruce Drive, Temagami North ON P0H 2H0",,timiskaming
Temagami Subs,6692 ON-11 Temagami ON P0H,,timiskaming
The Family Lunchbox,106 Government Rd Kearns ON,,timiskaming
The Pantry/The Market Eatery,34 Whitewood Ave W Temiskaming Shores ON P0J 1P0,,timiskaming
Theodore's Chip Stand,6719 ON-11 Temagami ON P0H,,timiskaming
Tim Hortons (May Street),54 May St New Liskeard ON P0J 1P0,,timiskaming
Tony's Cucina,48 Second Street Kirkland Lake ON P2N 1R5,,timiskaming
Topper's Pizza,150 Government Road West P2N 2E9,,timiskaming
Weggies,2-57 Duncan Ave S Kirkland Lake ON P2N 3J1,,timiskaming
Zah Pizzeria,355 Main Street Haileybury ON P0J 1K0,,timiskaming
