Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result
Fionn Mac Cool's,825 Britannia Rd W Mississauga ON L5V 2X8,Restaurant,2019-09-10,
Fionn MacCool's,120 Great Lakes Dr Brampton ON L6R 2K7,Restaurant,2019-11-07,
Fionn MacCool's,11 Ray Lawson Blvd Brampton ON L6Y 5L8,Restaurant,2019-11-22,
Fionn MacCools - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-12-12,
Firangi By Host,14-2880 Queen St E Brampton ON L6S 6E8,Restaurant,2019-12-18,
"Fire Pit Restaurant, The",3-6020 Hurontario St Mississauga ON L5R 4B3,Restaurant,2019-12-19,
Fired Up! Bar/Wood Grill,1-89 Lakeshore Rd E Mississauga ON L5G 1C9,Restaurant,2019-11-22,
Firehouse Subs,2-8205 Financial Drive Brampton Ontario L6Y 1M1,Restaurant,2019-11-19,
Fisherman's Plaice,32-3105 Unity Dr Mississauga ON L5L 4L3,Restaurant,2019-12-06,
Five Guys Burgers and Fries,66 Quarry Edge Dr Brampton ON L6V 4K2,Restaurant,2019-11-04,
Five Guys Burgers and Fries,2-2116 Burnhamthorpe Rd W Mississauga ON L5L 5Z5,Restaurant,2020-12-22,
Five Guys Burgers and Fries,3-6045 Mavis Rd Mississauga ON L5R 4G6,Restaurant,2019-10-04,
Five Guys Burgers and Fries,11-1510 Dundas St E Mississauga ON L4X 1L4,Restaurant,2020-02-10,
Flips,575 Main St N Brampton ON L6X 0G6,Restaurant,2020-08-19,
Flowertown Pub,12 Flowertown Ave Brampton ON L6X 2J9,Restaurant,2020-03-09,
Food Fight Barbeque Bar,78-100 Maritime Ontario Blvd Brampton ON L6S 0E7,Restaurant,2019-10-01,
Fooddepot Restaurant & Catering Services,4-55 Rutherford Rd S Brampton ON L6W 3J3,Restaurant,2020-01-15,
Foodie North,"2,4-325 Central Pky W Mississauga ON L5B 3X9",Restaurant,2019-11-13,
Fook Hing Restaurant,26-499 Ray Lawson Blvd Brampton ON L6Y 4E6,Restaurant,2019-12-11,
Four Corners Bakery Eatery,15935 Airport Rd Caledon ON L7C 1H9,Restaurant,2020-09-15,
Four Points Sheraton Mississauga,6090 Dixie Rd Mississauga ON L5T 1A6,Restaurant,2020-03-12,
"Franklin House, The",263 Queen St S Mississauga ON L5M 1L9,Restaurant,2020-07-30,
Fred's Bar & Grill,636 Bloor St Mississauga ON L5A 3V9,Restaurant,2020-07-09,
Fregata Restaurant,201-1900 Dundas St E Mississauga ON L4X 2Z4,Restaurant,2019-12-10,
Fresh,C2-5031 Hurontario St Mississauga ON L4Z 3X7,Restaurant,2020-11-12,
Fresh Bite and Meat,3-25 Cherrycrest Dr Brampton ON L6P 3W4,Restaurant,2019-10-17,
Fresh Burrito,1-2911 Eglinton Ave Mississauga ON L5M 6J3,Restaurant,2019-12-09,
Fresh Market Restaurants,U#1-710 -100 City Centre Drive Mississauga ON L5B 2C9,Restaurant,,
Fresh Tandoori,3 Charles St Brampton ON L6V 1E7,Restaurant,2020-01-22,
Freshii,7-3035 Argentia Mississauga ON L5N 8P7,Restaurant,2020-03-02,
Freshii,11A-5955 Latimer Dr Mississauga ON L5B 0B7,Restaurant,2020-03-12,
Freshii,D4-5083 Dixie Rd Mississauga ON L4W 0E6,Restaurant,2019-12-17,
Freshii,V2-90 Annagem Mississauga ON L5T 2Y3,Restaurant,2019-10-25,
Freshii,3-8275 Financial Dr Brampton Ontario L6Y 1M1,Restaurant,2019-09-16,
Freshii,103-60 Resolution Dr Brampton ON L6W 0A6,Restaurant,2020-11-11,
Freshii,23-10048 McLaughlin Rd W Brampton ON L7A 2X6,Restaurant,,
Freshii,23-10048 McLaughlin Rd N Brampton ON L7A 2X6,Restaurant,2020-01-15,
Freshii - Pre-Security Terminal 3,BT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-11-01,
Freshii Bar - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-02-27,
Freshly Thai,48 Queen St W Brampton ON L6X 1A1,Restaurant,2019-11-12,
Friends Restaurant,1-155 Clark Blvd Brampton ON L6T 4G6,Restaurant,2020-01-06,
Friends Sweets & Tandoori Restaurant,10-860 North Park Dr Brampton ON L6S 4N5,Restaurant,2020-02-18,
"Frigate & Firkin, The",378 Queen St E Brampton ON L6V 1C3,Restaurant,2020-01-13,
Fritou Chicken,5-3021 Argentia Rd Mississauga ON L5N 8P7,Restaurant,2019-12-09,
Fume Lounge,4 A-7195 Torbram Rd Mississauga ON L4T 1G7,Restaurant,2019-11-12,
Fusion Lounge,4-6915 Dixie Rd Mississauga ON L5T 2G2,Restaurant,2019-12-12,
Gabe's Country Bake Shoppe,15977 Airport Rd Caledon ON L7C 1H9,Restaurant,2020-02-12,
Gabriel's Bar and Grill,2-6501 Mississauga Rd Mississauga ON L5N 1A6,Restaurant,2019-11-21,
Galito's,25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2020-01-09,
Galito's Flame Grilled Chicken,2-6045 Mavis Rd Mississauga ON L5R 4G6,Restaurant,2019-10-25,
Galito's Flame Grilled Chicken,54-5200 Dixie Rd Mississauga ON,Restaurant,2020-02-10,
Galito's Flame Grilled Chicken,731 Central Pky W Mississauga ON L5B 4L1,Restaurant,2019-08-20,
Gametime Eatery & Entertainment,11-14-1248 Dundas St E Mississauga ON L4Y 2C1,Restaurant,2019-09-25,
Garlicky Mediterranean Grill,26-2750 North Park Dr Brampton ON L6P 0E9,Restaurant,,
Gem's House of Jerk,7-20 Gillingham Dr Brampton ON L6X 4X7,Restaurant,2020-08-31,
Gem's House of Jerk,5-9980 Airport Rd Brampton ON L6S 0C5,Restaurant,2020-11-24,
Get Grill,C2-6815 Airport Rd Mississauga ON L4W 1E6,Restaurant,2019-10-25,
Giggling Tomatoes,1-2-2280 Bovaird Dr E Brampton ON L6R 1W7,Restaurant,2019-11-01,
Giggling Tomatoes,90 Pertosa Dr Brampton ON L6X 5E9,Restaurant,2019-09-24,
Giggling Tomatoes Restaurant,44 & 45-7920 Hurontario St Brampton ON L6Y 0P7,Restaurant,2019-11-06,
Gino's Pizza,D10-129 Lakeshore Rd E Mississauga ON L5G 1E5,Restaurant,2020-01-15,
Gino's Pizza,160 Main St S Brampton ON L6W 2C9,Restaurant,2019-10-17,
Gino's Pizza,14-630 Peter Robertson Blvd Brampton ON L6R 1T4,Restaurant,2020-01-30,
Gino's Pizza,4A-377 Burnhamthorpe Rd E Mississauga ON L5A 3Y1,Restaurant,2019-10-03,
Gino's Pizza,7-735 Twain Ave Mississauga ON L5W 1X1,Restaurant,2019-12-20,
Gino's Pizza,1-2157 Royal Windsor Dr Mississauga ON L5J 1K5,Restaurant,2020-09-28,
Gladiator Burger & Steak,2-16 Lisa St Brampton ON L6T 5R2,Restaurant,2020-03-09,
Gladiator Steak & Burger,2-6039 Erin Mills Pkwy Mississauga ON L5N 0G5,Restaurant,2021-01-22,
Glascow Celtic Supporters Club Bramalea,30 Peel Centre Dr Brampton ON L6T 4G3,Restaurant,2019-11-08,
Godavari South Indian Kitchen,3215 Derry Rd E Mississauga ON L4T 1A8,Restaurant,2019-08-28,
Golden Eggs Restuarant,17-14 Lisa St Brampton ON L6T 4W2,Restaurant,2020-01-31,
Golden Krust Caribbean Restaurant,J-01and02-35 Resolution Dr. Brampton ON L6W 0A6,Restaurant,2020-02-27,
Golden Palace Chinese Restaurant,18-1 Steeles Ave Brampton ON L6W 4J4,Restaurant,2020-01-13,
Golden Palace Restaurant,104-9886 Torbram Rd Brampton ON L6S 3L9,Restaurant,2020-01-03,
Golden Pheasant The,733 Lakeshore Rd E Mississauga ON L5G 1J7,Restaurant,2019-11-20,
Golden Turtle Restaurant,101-723 Central Pkwy W Mississauga ON L5B 4L1,Restaurant,2020-01-08,
Goldenview Chinese Restaurant,4-6675 Falconer Dr Mississauga ON L5N 0C3,Restaurant,2019-11-13,
Good Egg Dining,102-15 Gateway Blvd Brampton ON L6X 4X2,Restaurant,2020-01-13,
Goodfellas Wood Oven Pizza,200-50 Burnhamthorpe Rd W Mississauga ON L5B 3C2,Restaurant,2019-10-15,
Goodfellas Wood Oven Pizza,209 Queen St S Mississauga ON L5M 1X3,Restaurant,2019-10-29,
GrandBite,10-1525 Bristol Rd W Mississauga ON L5M 4Z1,Restaurant,2020-02-20,
Grano Ristorante,R108-285 Enfield Pl Mississauga ON L5B 3Y6,Restaurant,2019-10-30,
Graydon Bar and Grill / El Mariachi,235 Queen St S Mississauga ON L5M 1L7,Restaurant,2020-08-19,
"Great Canadian Bagel, The",54-295 Queen St E Brampton ON L6W 3R1,Restaurant,2020-12-24,
Great Canadian Pizza,278 Lakeshore Rd E Mississauga ON L5G 1H1,Restaurant,2019-12-11,
Grecian Place Restaurant,10-1935 Drew Rd Mississauga ON L5S 1M7,Restaurant,2019-11-26,
Green Bites Dumpling & Tea Bar,10-35 Resolution Dr Brampton ON L6W 0A5,Restaurant,2020-11-17,
Green Grotto,8-3920 Grand Park Dr Mississauga ON L5B 4M6,Restaurant,2020-01-24,
Grill n Chik,15 Montpelier St Brampton ON L6Y 6H4,Restaurant,2019-10-15,
Grill 'n' Chik,16-801 Matheson Blvd W Mississauga ON L5V 2N6,Restaurant,2020-02-05,
Grilling Hut,15-1935 Drew Rd Mississauga ON L5S 1M7,Restaurant,2020-07-22,
GT Restaurant & Bar,16-2074 Steeles Ave Brampton ON L6T 4Z9,Restaurant,2020-02-26,
GT Road,1-7800 Hurontario St Brampton ON L6Y 0C7,Restaurant,2020-10-07,
Guac Mexi Grill,E2-8905 George Bolton Pkwy Bolton ON L2E 4K7,Restaurant,2021-01-19,
Guac Mexi Grill,A5-70 World dr Mississauga ON,Restaurant,2019-12-16,
Guddu's Chilli Chicken,3-205 Van Kirk Dr Brampton ON L7A 3V4,Restaurant,2019-11-07,
Guru Lukshmi,48 & 50-7070 Saint Barbara Blvd Mississauga ON L5W 0E6,Restaurant,2020-01-03,
Guru Sweets & Restaurant,18-15 Fandor Way Brampton ON L7A 4S2,Restaurant,2020-01-16,
Guru's Indian Hakka Cuisine,13-8917 The Gore Rd Brampton ON L6P 2L1,Restaurant,2019-12-06,
Gusto Restaurant,15393 Airport Rd Caledon ON L7C 1E6,Restaurant,2020-08-10,
Gyu-Kaku Japanese BBQ,105-90 Burnhamthorpe Rd W Mississauga ON L5B 3C3,Restaurant,,
Habibi Lounge,2921 Derry Rd E Mississauga ON L4T 1A6,Restaurant,2019-12-17,
Hakka Chilli,12A-4559 Hurontario St Mississauga ON L4Z 3L9,Restaurant,2020-01-09,
Hakka Khazana,5&6-735 Twain Ave Mississauga ON L5W 1X1,Restaurant,2019-10-23,
Hakka Legend Asian Cuisine,B01-6415 Erin Mills Pky Mississauga ON L5N 4H4,Restaurant,2020-01-20,
Hakka No.1 Restaurant,10-2 Melanie Dr Brampton ON L6T 4K9,Restaurant,2020-02-26,
Hakka Ren,C-2-4555 Hurontario St Mississauga ON L4Z 3M1,Restaurant,2020-01-23,
Hakka Spice,4-3105 Winston Churchill Blvd Mississauga ON L5L 5S3,Restaurant,2020-03-12,
Hakka Village Chinese Restaurant,144 Kennedy Rd S Brampton ON L6W 3G4,Restaurant,2019-09-23,
Hakkalicious Chinese Cuisine,10671 Chinguacousy Rd Brampton ON L7A 3E9,Restaurant,2020-12-08,
Hale Coffee,FM15-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-12-13,
Halo Espresso Bar,G-14-3024 Hurontario St Mississauga ON L5B 4M4,Restaurant,2019-07-11,
Hampton Inn - Restaurant,2085 North Sheridan Way Mississauga ON L5K 2T2,Restaurant,2019-11-11,
Hampton Inn & Suites by Hilton Toronto Airport - Restaurant,3279 Caroga Dr Mississauga ON L4V 1A3,Restaurant,2019-10-29,
Handaan Filipino Cuisine,3008 Novar Rd Mississauga ON L5B 1S4,Restaurant,2020-02-21,
Hannah's Cafe & Deli,GR-07-75 Watline Ave Mississauga ON L4Z 3E5,Restaurant,2019-12-16,
Happy Dim Sum Bakery Inc.,3-680 Silver Creek Blvd Mississauga ON L5A 3Z1,Restaurant,2020-02-13,
Happy Lamb Hot Pot,17-19-1100 Burnhamthorpe Rd W Mississauga ON L5C 4G4,Restaurant,2020-01-13,
Harbourside Fish & Chips,6A-180 Sandalwood Pky E Brampton ON L6Z 1Y4,Restaurant,2019-10-07,
Hari Krishnan Dosa Paradise,40-7920 Hurontario St Brampton ON L6Y 0C7,Restaurant,2019-09-18,
Harry's Place,988 Burnhamthorpe Rd E Mississauga ON L4Y 2X6,Restaurant,2019-09-24,
Harveys,1C-543 Steeles Ave Brampton ON,Restaurant,2020-01-22,
Harvey's,120-110 Great Lakes Dr Brampton ON L6R 2K7,Restaurant,2020-02-25,
Harvey's,715 Burnhamthorpe Rd W Mississauga ON L5C 3A6,Restaurant,2019-11-07,
Harvey's,1505 Dundas St E Mississauga ON L4X 1L3,Restaurant,2019-07-09,
Harvey's,6430 Erin Mills Pky Mississauga ON L5N 4H4,Restaurant,2019-10-24,
Harvey's,301 Queen St S Caledon ON L7E 2B1,Restaurant,2019-10-21,
Harvey's,5980 McLaughlin Rd Mississauga ON L5R 1B8,Restaurant,2019-08-29,
Harvey's,1-8257 Financial Drive Brampton Ontario L6Y 1M1,Restaurant,2021-02-01,
Harvey's,14-320 Main St N Brampton ON L6V 1P6,Restaurant,2019-11-28,
Harvey's,6995 Rexwood Rd Mississauga ON L4T 1N1,Restaurant,2020-10-21,
Harvey's,2681 Dundas St W Mississauga ON L5K 1R9,Restaurant,2019-08-29,
Harvey's,A13-4559 Hurontario St Mississauga ON L4Z 3L9,Restaurant,2020-01-08,
Harvey's,1-2200 Queen St E Brampton ON L6S 4G9,Restaurant,2020-03-02,
Harvey's,2077 Royal Windsor Dr Mississauga ON L5J 1K5,Restaurant,2020-01-08,
Hawaii Bakery & Tea House,25-1100 Burnhamthorpe Rd W Mississauga ON L5C 4G4,Restaurant,2020-03-02,
Haze Lounge,100-4230 Sherwoodtowne Blvd Mississauga ON L4Z 2G6,Restaurant,2019-12-04,
Heart Sushi,2-815 Britannia Rd W Mississauga ON L5V 2X8,Restaurant,2020-01-28,
Hearth - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-07-03,
Heirloom Bakery - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-10-30,
Heirloom Bakery Cafe - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-03-10,
Henry's Fish & Chips,3-4-320 Main St N Brampton ON L6V 4A3,Restaurant,2019-09-05,
Heritage Fish & Chips,295 Queen St E Brampton ON L6W 3R1,Restaurant,2020-01-22,
Heritage Fish & Chips,18-3221 Derry Rd W Mississauga ON L5N 7L7,Restaurant,2019-11-13,
Heritage Fish & Chips II,18-13 Fisherman Dr Brampton ON L7A 2X9,Restaurant,2020-01-23,
Heritage Fish and Chips,272 Queen St S Caledon ON L7E 4Z5,Restaurant,2020-03-10,
Hero Certified Burger,7-2690 Erin Centre Blvd Mississauga ON L5M 5P5,Restaurant,2020-01-13,
Hero Certified Burgers,7-17 Ray Lawson Blvd Brampton ON L6Y 5L8,Restaurant,2019-10-22,
Hero Certified Burgers,3-6070 Dixie Rd Mississauga ON L5T 1A6,Restaurant,2019-12-03,
Hero Certified Burgers,D6-25 Gateway Blvd Brampton ON L6T 0H8,Restaurant,2020-01-13,
Hero Certified Burgers,5-2969 Argentia Rd Mississauga ON L5N 0B2,Restaurant,2020-02-28,
Hero Certified Burgers,F03-6045 Creditview Rd Mississauga ON L5V 2A8,Restaurant,2020-02-07,
Hero Certified Burgers,1-7080 Saint Barbara Blvd Mississauga ON L5W 0E6,Restaurant,2019-09-18,
Hero Certified Burgers Restaurant,10025 Hurontario St Brampton ON L6Z 0E6,Restaurant,2020-03-05,
Hey Noodles,D5-900 Rathburn Rd Mississauga ON L5C 4L3,Restaurant,2020-01-20,
Hilton Garden Inn - Garden Grille & Bar,2648 Steeles Ave Brampton ON L6S 6J9,Restaurant,2019-07-17,
Hilton Garden Inn - Garden Grille and Bar,1870 Matheson Blvd Mississauga ON L5W 0B3,Restaurant,2020-02-04,
Hilton Garden Inn - The Garden Grille & Bar,100 Traders Blvd E Mississauga ON L4Z 2H7,Restaurant,2019-09-05,
Hilton Garden Inn Toronto Airport - The Garden Grille & Bar and Banquet Hall,3311 Caroga Dr Mississauga ON L4V 1A3,Restaurant,2019-10-25,
Hilton Garden Inn Toronto Brampton West,200 Steelwell Rd Brampton ON L6T 5T3,Restaurant,2019-11-26,
Hilton Toronto Airport Hotel & Suites - Mosaic,5875 Airport Rd Mississauga ON L4V 1N1,Restaurant,2020-03-06,
Hinote Sushi Restaurant,4-720 Bristol Rd W Mississauga ON L5R 4A3,Restaurant,2019-11-05,
Historic Bovaird House,563 Bovaird Dr E Brampton ON L6V 3V6,Restaurant,2019-06-19,
HiTea,11A-1100 Burhamthorpe Rd W Mississauga ON,Restaurant,2021-01-20,
Holiday Garden & Dodai Sushi,277 Lakeshore Rd E Mississauga ON L5G 1G8,Restaurant,2019-11-26,
Holiday Inn - Burger Theory,100 Britannia Rd E ON L4Z 2G1,Restaurant,2020-03-06,
Holiday Inn & Suites - Motivity Cafe and Lounge,2565 Argentia Rd Mississauga ON L5N 5B4,Restaurant,2020-01-07,
Holiday Inn Express - restaurant,2125 North Sheridan Way Mississauga ON L5K 1A3,Restaurant,2019-11-11,
Holiday Inn Express & Suites,5599 Ambler Dr Mississauga ON L4W 3Z1,Restaurant,2019-11-20,
Home 2 Suites by Hilton Toronto Brampton,200 Steelwell Rd Brampton ON L6T 5T3,Restaurant,2019-11-26,
Homestyle Fish & Chips,A11-1250 Eglinton Ave W Mississauga ON L5V 1N3,Restaurant,2019-12-02,
Homestyle Jerk and Patties,109-537 Van Kirk Dr Brampton ON,Restaurant,2019-10-29,
Homewood Suites,6430 Edwards Blvd Mississauga ON L5T 2Y3,Restaurant,2020-02-19,
Honest,16-1 Steeles Ave Brampton ON L6W 4J4,Restaurant,2020-02-18,
Hopeton Restaurant & Catering,2-6315 Netherhart Rd Mississauga ON L5T 1A2,Restaurant,2019-11-05,
"Host Fine Indian Cuisine, The",101-33 City Centre Dr Mississauga ON L5B 2N5,Restaurant,2019-11-01,
Hot Plate,69 Dundas St W Mississauga ON L5B 1H7,Restaurant,2020-03-03,
Hot Star Large Fried Chicken,3-780 Burnhanthorpe Rd W Mississauga ON L5C 3X3,Restaurant,,
Huevos Gourmet,241 Lakeshore Rd E Mississauga L5G 1G8,Restaurant,2020-02-14,
Hurry Curry / Tacorrito,1200 Steeles Ave Brampton ON L6T 1A1,Restaurant,2020-01-06,
Husky House - Restaurant,1553 Shawson Dr Mississauga ON L4W 1T7,Restaurant,2019-10-02,
Husky House Restaurant/Dragon Express,6625 Kennedy Rd Mississauga ON L5T 2W9,Restaurant,2020-02-27,
Hyatt Place Toronto Mississauga Centre - Restaurant,5787 Hurontario St Mississauga ON L4Z 2H7,Restaurant,2020-08-04,
Hyderabad house Biryani Place,B 8-8015 Financial Dr Brampton ON,Restaurant,2020-02-05,
I Heart Boba,155-6677 Meadowvale Town Centre Cir Mississauga ON L5N 2R5,Restaurant,2019-11-12,
I Love Pho,4-5-848 Burnhamthorpe Rd W Mississauga ON L5C 2S3,Restaurant,2020-02-24,
I Love Pho 2,9-1248 Dundas St E Mississauga ON L4Y 2C1,Restaurant,2020-01-31,
Ice Cream Cafe,23 Main St S Brampton ON L6Y 1M8,Restaurant,2019-10-25,
Ice Q,8-25 Kingsbridge Garden Circle Mississauga ON L5R 3K7,Restaurant,2020-02-13,
Ichiban Express Brampton,444A-25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-12-11,
Iconic Event Space,30-32-7885 Tranmere Dr Mississauga ON L5S 1V8,Restaurant,2019-09-24,
Idli Street,C1-30 Rivermont Road Brampton Ontario L6Y 0A7,Restaurant,2020-02-11,
Il Porcellino Italian Restaurant,1 & 2-6720 Davand Dr Mississauga ON L5T 2X7,Restaurant,2019-12-12,
Il Tartufo Ristorante/Presto Presto,8-7033 Telford Way Mississauga ON L5S 1V4,Restaurant,2019-12-11,
Imli Foods Inc.,55-5359 Timberlea Blvd Mississauga ON L4W 4N5,Restaurant,2019-10-01,
Inaka Japanese Restaurant,18492 Hurontario St Caledon ON L7K 0Y2,Restaurant,2019-05-23,
Incredible India,J7-10635 Bramalea Rd Brampton ON L6R 3P4,Restaurant,2019-09-11,
India Curry House,15-16-80 Pertosa Dr Brampton ON L6X 5E9,Restaurant,2020-07-22,
Indian Cuisine By The Lake,A-56A Lakeshore Rd E Mississauga ON L5G 1E1,Restaurant,2020-02-20,
Indian Sweet Master,6-7-503 Ray Lawson Blvd Brampton ON L6Y 0N2,Restaurant,2021-01-14,
Indian Sweet Master Express,134-2980 Drew Rd Mississauga ON L4T 0A7,Restaurant,2021-01-11,
India's Taste Fine Indian Cuisine and Sweets,16-18-900 Ray Lawson Blvd Brampton ON L6Y 5H7,Restaurant,2020-11-26,
India's Taste Grand Buffet & Sweets,3075 Argentia Rd Mississauga ON L5N 8P7,Restaurant,2020-09-18,
Indo Canadian Food Hut,110-373 Steeles Ave W Brampton ON L6Y 0P8,Restaurant,2019-10-09,
Infinity Indian Cuisine,12101 Airport Rd Caledon ON L7C 2X3,Restaurant,2019-10-10,
International Sports Bar & Eatery,1-2480 Cawthra Rd Mississauga ON L5A 2X2,Restaurant,2019-11-14,
Intramuros,1-1201 Britannia Rd W Mississauga ON L5V 1N2,Restaurant,2019-09-04,
Iron Chef Japanese Cuisine,5-4920 Tomken Rd Mississauga ON L4W 1J8,Restaurant,2020-12-18,
Island Grove Roti and Bar,8-4525 Ebenezer Rd Brampton ON L6T 3Y7,Restaurant,2019-10-09,
Island Hut,5-8044 Dixie Rd Brampton ON L6T 4W6,Restaurant,2020-03-03,
Island Palace,12A-1125 Dundas St E Mississauga ON L4Y 2C4,Restaurant,2020-01-09,
Island Style Restaurant and Bar,21-8907 The Gore Rd Brampton ON L6P 2L1,Restaurant,2019-10-16,
Island Taste,1-118 Orenda Rd Brampton ON L6W 3W6,Restaurant,2019-09-19,
Istanbul Kebab House,3-1370 Dundas St E Mississauga ON L4Y 2A5,Restaurant,2019-11-13,
Italian Garden Restaurant,10069 Hurontario St Brampton ON L6V 1A1,Restaurant,2019-11-25,
Ivy Bridge The,160 Main St S Brampton ON L6W 2E1,Restaurant,2019-12-09,
Jack Astor's Bar and Grill,154 West Dr Brampton ON L6T 5P1,Restaurant,2019-11-11,
Jack Astor's Bar and Grill,219 Rathburn Rd W Mississauga ON L5B 4C1,Restaurant,2020-01-06,
Jack Astor's Bar and Grill,J-2967 Argentia Rd Mississauga ON L5N 0A2,Restaurant,2019-10-09,
Jack Astor's Bar and Grill,3047 Vega Blvd Mississauga ON L5L 5Y3,Restaurant,2019-11-13,
Jade Dim Sum,1 & 2-2280 Dixie Rd Mississauga ON L4Y 1Z4,Restaurant,2019-07-05,
Jaffy's Premium Grill,9A-2283 Argentia Rd Mississauga ON L5N 5Z2,Restaurant,2019-06-28,
Jake's Boathouse,5-59 First Gulf Blvd Brampton ON L6W 4P9,Restaurant,2020-01-17,
Jam House Seafood Restaurant,3&5-1425 Dundas St E Mississauga ON L4X 2W4,Restaurant,2020-02-10,
Jamaica House,30-266 Rutherford Rd. S Brampton ON L6W 3N3,Restaurant,2019-11-04,
Jamaica Island,10-965 Bovaird Dr W Brampton ON L7A 1R4,Restaurant,2021-02-08,
Jamie's Italian,2-454-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2020-03-03,
JC's Grill House Mississauga,B-1500 Matheson Blvd E Mississauga ON L4W 3Z4,Restaurant,2019-10-09,
Jellybeenz,13-14-10 Bramhurst Ave Brampton ON L6T 5H1,Restaurant,2019-08-20,
Jerk Joint Express,401-25 Peel Centre Dr Brampton L6T 3R5,Restaurant,2019-09-10,
Jessies,50-450 Matheson Blvd E Mississauga ON L4Z 1R5,Restaurant,2019-11-07,
Jester's Gastropub,7-1107 Lorne Park Rd Mississauga ON L5H 3A1,Restaurant,2020-02-12,
Jimmy The Greek Restaurant,738-25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2020-01-15,
Jimmy The Greek Restaurant 2,25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-11-19,
Jing Thai Restaurant,1-3-63 Queen St S Mississauga ON L5M 3S9,Restaurant,2019-10-17,
JJQs Billiards and Snooker Club,1-3055 Dundas St W Mississauga ON L5L 3R8,Restaurant,2019-11-13,
Joe's Restaurant,A31-7050 Bramalea Rd Mississauga ON L5S 1T1,Restaurant,2019-12-19,
Johal Sweets Catering & Restaurant,12 & 14-10 Squire Ellis Dr Brampton ON L6P 4K6,Restaurant,2019-07-09,
John Anderson Restaurant,1069 Dundas St W Mississauga ON L5C 1C3,Restaurant,2020-03-04,
John's Family Restaurant,1 Fisherman Dr Brampton ON L7A 2X9,Restaurant,2019-11-19,
Jollibee,512-25 Peel Center Dr. Brampton ON L6T 3R5,Restaurant,2020-12-17,
Jollibee,2-713-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2021-01-18,
Jollibee,2-800 Boyer Blvd Mississauga ON,Restaurant,2019-09-09,
Joummar Restaurant,1-2575 Dundas St W Mississauga ON L5K 2M6,Restaurant,2019-11-04,
J-Red & Co.,1-5-341 Main St N Brampton ON L6X 1N5,Restaurant,2019-10-22,
Judith Nyman Secondary School - Flavourz Restaurant,1305 Williams Pky Brampton ON L6S 3J8,Restaurant,2019-09-25,
Juha's Kitchen,101B-2225 Erin Mills Pky Mississauga ON L5K 1T9,Restaurant,2020-02-03,
Jung Thai,105 Dundas St E Mississauga ON L5A 1W7,Restaurant,2019-07-26,
Junior's Jamaican Joint,11-333 Fairhill Ave Brampton ON L7A 3N9,Restaurant,2019-12-04,
K & B Sushi,1-6400 Millcreek Dr Mississauga ON L5N 3E7,Restaurant,2020-08-25,
Kage Resto Bar,9-3038 Hurontario St Mississauga ON L5B 3B9,Restaurant,2019-12-11,
Kahramana,11B-3415 Dixie Rd Mississauga ON L4Y 2B1,Restaurant,2020-01-14,
Kailash Parbat,1 & 2-1200 Derry Rd E Mississauga ON L5T 1B6,Restaurant,2019-12-10,
"Kakori, The",2-2911 Eglinton Ave W Mississauga ON L5M 6J3,Restaurant,2019-10-16,
Kalypso Hut Family Restaurant,1-1455 Britannia Rd E Mississauga ON L4W 1C7,Restaurant,2019-12-11,
Kanda Sushi Japanese Buffet,"8,9,10-2325 Hurontario St Mississauga ON L5A 4C7",Restaurant,2020-03-17,
Kandahar Kabab,1-5165 Dixie Rd Mississauga ON L4W 4G1,Restaurant,2020-10-08,
Karachi Highway Kitchen,5977 Dixie Rd Mississauga ON L4W 1E8,Restaurant,2020-09-10,
Karachi Kitchen,3-20 Red Maple Dr Brampton ON L6X 4N7,Restaurant,2020-02-05,
Karachi Kitchen,1-6560 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Restaurant,2020-01-15,
Karahi Boys,5-5955 Latimer Dr Mississauga ON L5V 0B7,Restaurant,2020-01-17,
Karahi Point,7 & 8-6905 Millcreek Drive Mississauga L5N 6A3,Restaurant,2020-01-14,
Karas Egyptian Restaurant,A1-1250 Eglinton Ave W Mississauga ON L5V 2B3,Restaurant,2021-01-30,
Karas Shawarma,4-3435 Eglinton Ave W Mississauga ON L5M 7Z5,Restaurant,2020-03-10,
Karioka,17-1675 The Chase Mississauga ON L5M 5Y7,Restaurant,2020-11-06,
Karnak Cafe,2nd Floor-236 Queen St S Mssissauga ON L5M 1L5,Restaurant,2019-12-11,
